0,1405542637,utime,,maxV(ccV),,minV(ccV),V1(ccV),V2(ccV),V3(ccV),V4(ccV),V5(ccV),V6(ccV),V7(ccV),V8(ccV),V9(ccV),V10(ccV),V11(ccV),V12(ccV),V13(ccV),V14(ccV),V15(ccV),V16(ccV),V17(ccV),V18(ccV),V19(ccV),V20(ccV),V21(ccV),V22(ccV),V23(ccV),V24(ccV),V25(ccV),V26(ccV),V27(ccV),V28(ccV),V29(ccV),V30(ccV),V31(ccV),V32(ccV),V33(ccV),V34(ccV),V35(ccV),V36(ccV),V37(ccV)
0,1405542637,mins,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
0,1405542637,maxs,,,500,,,500,,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500
0,1405542637,attr,,,N,,,N,,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I
0,1405542668,32413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1405542669,33414,33345,33119,33315,33119,33315,33120,33315,33120,33315,33300,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33330,33120,33315,33120,33330,33120,33330,33120,33345,33120,33330,33120,33330,33120
0,1405542670,34416,33330,33119,33315,33119,33330,33120,33315,33120,33315,33300,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33330,33120,33315,33120,33315,33120,33330,33120,33330,33120,33330,33120,33330,33120
0,1405542671,35417,33330,33119,33300,33119,33315,33120,33315,33120,33315,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33330,33120,33315,33120,33315,33120,33315,33120,33330,33120,33330,33120,33330,33120,33330,33120
0,1405542672,36425,33330,33119,33315,33119,33315,33120,33315,33120,33315,33300,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33330,33120,33315,33120,33315,33120,33330,33120,33315,33120,33330,33120,33330,33120,33330,33120,33330,33120
0,1405542673,37442,33345,33119,33315,33119,33315,33120,33315,33120,33315,33300,33120,33315,33120,33315,33120,33315,33120,33315,33120,33300,33120,33330,33120,33315,33120,33330,33120,33315,33120,33330,33120,33330,33120,33345,33120,33330,33120,33330,33120
0,1405542674,38451,33330,33119,33315,33119,33315,33120,33315,33120,33315,33300,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120
0,1405542675,39457,33330,33119,33315,33119,33315,33120,33330,33120,33315,33300,33120,33315,33120,33315,33120,33315,33120,33330,33120,33315,33120,33315,33120,33315,33120,33330,33120,33315,33120,33315,33120,33330,33120,33330,33120,33330,33120,33330,33120
0,1405542676,40466,33330,33119,33315,33119,33315,33120,33315,33120,33315,33300,33120,33315,33120,33315,33120,33315,33120,33315,33120,33300,33120,33315,33120,33315,33120,33330,33120,33315,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120
0,1405542677,41467,33345,33119,33315,33119,33315,33120,33315,33120,33315,33300,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33315,33120,33330,33120,33315,33120,33330,33120,33345,33120,33330,33120,33330,33120
