0,1405000298,utime,,maxV(ccV),,minV(ccV),V1(ccV),V2(ccV),V3(ccV),V4(ccV),V5(ccV),V6(ccV),V7(ccV),V8(ccV),V9(ccV),V10(ccV),V11(ccV),V12(ccV),V13(ccV),V14(ccV),V15(ccV),V16(ccV),V17(ccV),V18(ccV),V19(ccV),V20(ccV),V21(ccV),V22(ccV),V23(ccV),V24(ccV),V25(ccV),V26(ccV),V27(ccV),V28(ccV),V29(ccV),V30(ccV),V31(ccV),V32(ccV),V33(ccV),V34(ccV),V35(ccV),V36(ccV)
0,1405000298,mins,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
0,1405000298,maxs,,,500,,,500,,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500
0,1405000298,attr,,,N,,,N,,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I,,I
0,1405000316,19392,33360,0,33330,33119,33345,33120,33345,33120,33330,33330,33120,33345,33120,33345,33120,33345,33120,33330,33120,33330,33120,33345,33120,33345,33120,33345,33120,33345,33120,33360,33120,33360,33120,33360,33360,33360,33360,33345
0,1405000317,20398,33360,0,33330,33119,33330,33120,33330,33120,33330,33330,33120,33330,33120,33345,33120,33330,33120,33330,33120,33330,33120,33345,33120,33345,33120,33345,33120,33345,33120,33360,33120,33360,33360,33360,33360,33345,33120,33360
0,1405000318,21401,33360,0,33330,33119,33330,33120,33345,33120,33330,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33345,33120,33345,33120,33330,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33360,33360
0,1405000319,22403,33360,0,33330,33119,33330,33120,33345,33120,33330,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33345,33120,33345,33120,33345,33360,33360,33120,33345
0,1405000320,23409,33360,0,33330,33119,33330,33120,33345,33120,33330,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33330,33120,33345,33120,33330,33120,33330,33120,33345,33120,33345,33360,33345,33360,33345,33120,33360
0,1405000321,24414,33360,0,33345,33119,33345,33120,33360,33360,33345,33330,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33360,33345,33360,33360,33120,33360,33360,33360,33360,33360,33360,33360,33360,33360
0,1405000322,25424,33360,0,33330,33119,33345,33120,33345,33120,33345,33330,33120,33345,33120,33345,33120,33345,33120,33360,33120,33330,33120,33345,33120,33345,33120,33345,33120,33345,33120,33360,33360,33360,33360,33360,33360,33360,33360,33360
0,1405000323,26428,33360,0,33345,33119,33345,33120,33345,33120,33345,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33360,33345,33120,33345,33120,33345,33120,33360,33360,33360,33360,33360,33360,33360,33360,33360
0,1405000324,27430,33360,0,33345,33119,33345,33120,33345,33120,33345,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33360,33120,33360,33360,33360,33360,33360,33360,33360,33360,33360
0,1405000325,28440,33360,0,33345,33359,33345,33120,33360,33120,33345,33330,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33120,33345,33360,33345,33120,33360,33360,33360,33360,33360,33360,33360,33360,33360
